,RESPONSEID,MAINBRANCH,EMPLOYMENT,COUNTRY,USSTATE,UKCOUNTRY,EDLEVEL,AGE1STCODE,LEARNCODE,YEARSCODE,YEARSCODEPRO,DEVTYPE,ORGSIZE,CURRENCY,COMPTOTAL,COMPFREQ,LANGUAGEHAVEWORKEDWITH,LANGUAGEWANTTOWORKWITH,DATABASEHAVEWORKEDWITH,DATABASEWANTTOWORKWITH,PLATFORMHAVEWORKEDWITH,PLATFORMWANTTOWORKWITH,WEBFRAMEHAVEWORKEDWITH,WEBFRAMEWANTTOWORKWITH,MISCTECHHAVEWORKEDWITH,MISCTECHWANTTOWORKWITH,TOOLSTECHHAVEWORKEDWITH,TOOLSTECHWANTTOWORKWITH,NEWCOLLABTOOLSHAVEWORKEDWITH,NEWCOLLABTOOLSWANTTOWORKWITH,OPSYS,NEWSTUCK,NEWSOSITES,SOVISITFREQ,SOACCOUNT,SOPARTFREQ,SOCOMM,NEWOTHERCOMMS,AGE,GENDER,TRANS,SEXUALITY,ETHNICITY,ACCESSIBILITY,MENTALHEALTH,SURVEYLENGTH,SURVEYEASE,CONVERTEDCOMPYEARLY,AYUDA
1094,1095,I am a developer by profession,"Not employed, but looking for work",ESPAÑA,,,"Professional degree (JD, MD, etc.)",18 - 24 years,"Other online resources (ex: videos, blogs, etc);School",2,,"Developer, mobile",,,,,Java;Kotlin;Python,Go;Swift,MariaDB;MongoDB;MySQL;SQLite,,,,,,,,Git;Unity 3D,,Android Studio;IntelliJ;NetBeans;Notepad++;PyCharm;Visual Studio,Android Studio;IntelliJ;PyCharm;Visual Studio,Windows,Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Play games,Stack Overflow,A few times per week,True,A few times per month or weekly,"Yes, definitely",No,18-24 years old,Man,No,Straight / Heterosexual,Hispanic or Latino/a/x,None of the above,None of the above,Appropriate in length,Easy,,Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Play games Stack Overflow
1250,1251,I am a developer by profession,Employed full-time,ESPAÑA,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18 - 24 years,School,23,18,"Developer, back-end","10,000 or more employees",EUR European Euro,,Monthly,Java,Kotlin;Scala,IBM DB2;MariaDB;Microsoft SQL Server,MariaDB,,,Angular;Spring,,,,Git,Git;Kubernetes;Unity 3D,Eclipse;IntelliJ;Notepad++;Visual Studio Code,IntelliJ;Visual Studio;Visual Studio Code,Windows,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it;Do other work and come back later,Stack Overflow,Multiple times per day,True,Daily or almost daily,Neutral,No,35-44 years old,Man,No,Straight / Heterosexual,Hispanic or Latino/a/x,None of the above,None of the above,Too short,Easy,,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it;Do other work and come back later Stack Overflow
1274,1275,I am a developer by profession,Employed full-time,ESPAÑA,,,Some college/university study without earning a degree,18 - 24 years,Online Courses or Certification,5,Less than 1 year,"Developer, front-end;Developer, full-stack;Developer, back-end;Database administrator;Developer, QA or test",20 to 99 employees,EUR European Euro,16800.0,Yearly,Java;JavaScript;PHP;SQL,JavaScript;PHP;SQL,MongoDB;MySQL;PostgreSQL,MySQL;PostgreSQL,,,jQuery,jQuery,,,Git,Git,PHPStorm;Webstorm,PHPStorm;Webstorm,Windows,Call a coworker or friend;Visit Stack Overflow;Google it,Stack Overflow;Stack Exchange,Multiple times per day,True,Less than once per month or monthly,"No, not really",No,25-34 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,18160.0,Call a coworker or friend;Visit Stack Overflow;Google it Stack Overflow;Stack Exchange
1362,1363,"I am not primarily a developer, but I write code sometimes as part of my work",Employed part-time,ESPAÑA,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18 - 24 years,"Other online resources (ex: videos, blogs, etc);Online Courses or Certification;Other (please specify):",15,,Other (please specify):,2 to 9 employees,EUR European Euro,1250.0,Weekly,Python;SQL,Python;SQL,,,,,,,NumPy;Pandas,Keras;NumPy;Pandas;TensorFlow;Torch/PyTorch,,,,,Windows,Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Do other work and come back later,Stack Overflow;Stack Exchange,Daily or almost daily,True,Less than once per month or monthly,"Yes, somewhat",No,35-44 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Neither easy nor difficult,67550.0,Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Do other work and come back later Stack Overflow;Stack Exchange
1449,1450,I am a developer by profession,Employed full-time,ESPAÑA,,,"Associate degree (A.A., A.S., etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);School",8,4,"Developer, front-end;Developer, QA or test;Designer",100 to 499 employees,EUR European Euro,30000.0,Yearly,Bash/Shell;HTML/CSS;JavaScript;Node.js;Python;TypeScript,HTML/CSS;JavaScript;Kotlin;Node.js;Swift;TypeScript,,,DigitalOcean,DigitalOcean;Google Cloud Platform,React.js,React.js;Svelte,React Native,React Native,Docker;Git;Yarn,Git;Kubernetes,Visual Studio Code;Webstorm,Webstorm,Windows,Google it,Stack Overflow,Multiple times per day,True,I have never participated in Q&A on Stack Overflow,"No, not really",No,18-24 years old,"Man;Non-binary, genderqueer, or gender non-conforming",No,Gay or Lesbian,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,32429.0,Google it Stack Overflow
1489,1490,I am a developer by profession,Employed full-time,ESPAÑA,,,"Associate degree (A.A., A.S., etc.)",18 - 24 years,"Other online resources (ex: videos, blogs, etc);School;Online Forum;Online Courses or Certification;Colleague",13,9,"Developer, mobile;Developer, front-end;Developer, full-stack;Developer, back-end;Developer, QA or test",20 to 99 employees,EUR European Euro,75000.0,Yearly,Groovy;HTML/CSS;JavaScript;Kotlin;Node.js;PowerShell;TypeScript,Kotlin;Node.js;PowerShell;Swift;TypeScript,Couchbase;Firebase;MySQL;Redis;SQLite,Elasticsearch;MongoDB,AWS,AWS,Express;React.js;Spring,Svelte;Vue.js,,,Deno;Docker;Flow;Git,Docker;Flow;Git;Kubernetes,Android Studio;Atom;IntelliJ;Visual Studio Code,Android Studio;IntelliJ;Vim;Visual Studio Code,Linux-based,Visit Stack Overflow;Google it;Do other work and come back later,Stack Overflow,Daily or almost daily,True,A few times per week,"Yes, definitely",No,25-34 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,81074.0,Visit Stack Overflow;Google it;Do other work and come back later Stack Overflow
1522,1523,I am a developer by profession,Employed full-time,ESPAÑA,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);School",15,9,"Developer, mobile","5,000 to 9,999 employees",EUR European Euro,,Monthly,Swift,Swift,,,,,,,,,Git,Git,Sublime Text;Xcode,Sublime Text;Xcode,MacOS,Call a coworker or friend;Google it,Stack Overflow,Multiple times per day,True,Less than once per month or monthly,"Yes, somewhat",No,25-34 years old,Man,No,Straight / Heterosexual,White or of European descent,,,Appropriate in length,Easy,,Call a coworker or friend;Google it Stack Overflow
1531,1532,I am a developer by profession,Employed full-time,ESPAÑA,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,School;Friend or family member,15,7,"Developer, front-end;Developer, full-stack","10,000 or more employees",EUR European Euro,30000.0,Yearly,HTML/CSS;Java;JavaScript;Node.js;TypeScript,HTML/CSS;Java;JavaScript;Node.js;TypeScript,,,AWS,AWS,Angular;jQuery;Spring,Angular;jQuery;Spring,,,Docker;Git,Git,Eclipse;Notepad++;Visual Studio Code,Eclipse;Notepad++;Visual Studio Code,Windows,Visit Stack Overflow;Play games;Panic;Visit another developer community (please name):,Stack Overflow,A few times per week,True,I have never participated in Q&A on Stack Overflow,Neutral,No,25-34 years old,Man,No,Straight / Heterosexual,White or of European descent,Prefer not to say,Prefer not to say,Too long,Difficult,32429.0,Visit Stack Overflow;Play games;Panic;Visit another developer community (please name): Stack Overflow
1571,1572,I am a developer by profession,Employed full-time,ESPAÑA,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,School,9,3,"Developer, mobile",500 to 999 employees,EUR European Euro,28000.0,Yearly,Java;Kotlin,Dart;Java;Kotlin;Swift,MySQL;SQLite,MySQL;SQLite,,,,,,,Git,Git,Android Studio;Notepad++;TextMate;Xcode,Android Studio;Notepad++;TextMate;Xcode,MacOS,Visit Stack Overflow;Go for a walk or other physical activity;Google it;Do other work and come back later;Meditate,Stack Overflow;Stack Exchange,Multiple times per day,True,Daily or almost daily,"Yes, definitely",No,25-34 years old,Man,No,,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,30267.0,Visit Stack Overflow;Go for a walk or other physical activity;Google it;Do other work and come back later;Meditate Stack Overflow;Stack Exchange
1597,1598,I am a developer by profession,"Not employed, but looking for work",ESPAÑA,,,Some college/university study without earning a degree,5 - 10 years,Other (please specify):,35,,,,,,,Bash/Shell;C#;C++;Go;HTML/CSS;Java;JavaScript;Node.js;PHP;PowerShell;Python;SQL;TypeScript,Bash/Shell;C++;Python,Firebase;MySQL;PostgreSQL;Redis,,AWS;Google Cloud Platform,Google Cloud Platform,Angular;Angular.js;Django;Flask;jQuery;React.js;Spring;Vue.js,Flask,.NET Framework;.NET Core / .NET 5;Apache Spark;TensorFlow,,Docker;Git;Kubernetes;Terraform,Docker;Git;Kubernetes;Terraform,Android Studio;Eclipse;Notepad++;PyCharm;Visual Studio Code,Notepad++;Visual Studio Code,Linux-based,Visit Stack Overflow;Go for a walk or other physical activity;Google it,Stack Overflow;Stack Exchange,Daily or almost daily,True,A few times per week,"Yes, definitely",Yes,35-44 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,,Visit Stack Overflow;Go for a walk or other physical activity;Google it Stack Overflow;Stack Exchange
1672,1673,I code primarily as a hobby,"Not employed, but looking for work",ESPAÑA,,,"Professional degree (JD, MD, etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);Online Forum;Colleague",10,,Scientist,,,,,C#;C++;Java;SQL,C#;C++;Python,Microsoft SQL Server,Microsoft SQL Server;SQLite,,,,,.NET Framework;.NET Core / .NET 5,.NET Framework;.NET Core / .NET 5;NumPy;TensorFlow,,,Visual Studio;Visual Studio Code,Visual Studio;Visual Studio Code,Windows,Visit Stack Overflow;Google it;Watch help / tutorial videos;Do other work and come back later;Meditate,Stack Overflow;Stack Exchange,A few times per week,True,Less than once per month or monthly,Neutral,No,25-34 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Too long,Neither easy nor difficult,,Visit Stack Overflow;Google it;Watch help / tutorial videos;Do other work and come back later;Meditate Stack Overflow;Stack Exchange
1693,1694,I am a developer by profession,Employed full-time,ESPAÑA,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11 - 17 years,Other (please specify):,12,7,"Developer, mobile",10 to 19 employees,EUR European Euro,35000.0,Yearly,Bash/Shell;Java;Kotlin,Kotlin;Swift,Firebase;MySQL;SQLite,,,,,,,,Git,Git,Android Studio,Android Studio;Xcode,MacOS,Call a coworker or friend;Visit Stack Overflow;Google it;Watch help / tutorial videos,Stack Overflow;Stack Exchange,A few times per week,True,A few times per week,"Yes, somewhat",No,25-34 years old,Man,No,Straight / Heterosexual,"Or, in your own words:",None of the above,None of the above,Appropriate in length,Easy,37834.0,Call a coworker or friend;Visit Stack Overflow;Google it;Watch help / tutorial videos Stack Overflow;Stack Exchange
1763,1764,I am a developer by profession,Employed full-time,ESPAÑA,,,Some college/university study without earning a degree,11 - 17 years,Other (please specify):,18,13,"Developer, mobile;Developer, full-stack;Developer, QA or test;Developer, game or graphics;Engineering manager;Product manager;Educator","10,000 or more employees",EUR European Euro,90000.0,Yearly,Assembly;C#;C++;Clojure;Groovy;Java;JavaScript;Kotlin;Perl;Python;SQL;VBA,Assembly;Clojure;Elixir;Erlang;Haskell;Kotlin;Perl;Rust,DynamoDB;MariaDB;PostgreSQL;SQLite,MariaDB;PostgreSQL;SQLite,AWS;Google Cloud Platform,AWS;Google Cloud Platform,,,.NET Core / .NET 5;Cordova;React Native,,Git;Unity 3D;Xamarin,Docker;Git;Kubernetes,Android Studio;Eclipse;IntelliJ;Notepad++;Sublime Text;Vim;Visual Studio;Visual Studio Code,Android Studio;Eclipse;IntelliJ;Notepad++;Sublime Text;Vim,Linux-based,Visit Stack Overflow;Google it;Do other work and come back later;Play games,Stack Overflow;Stack Exchange,Multiple times per day,True,Multiple times per day,"Yes, somewhat",Yes,35-44 years old,Man,No,Straight / Heterosexual,"Or, in your own words:;Black or of African descent",None of the above,None of the above,Appropriate in length,Easy,97288.0,Visit Stack Overflow;Google it;Do other work and come back later;Play games Stack Overflow;Stack Exchange
1785,1786,I am a developer by profession,Employed full-time,ESPAÑA,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc)",18,12,"Developer, front-end;Developer, full-stack;Developer, back-end;Database administrator;Designer",500 to 999 employees,EUR European Euro,37999.0,Monthly,HTML/CSS;Java;JavaScript;Node.js;PHP;PowerShell;SQL;TypeScript,HTML/CSS;Java;JavaScript;Node.js;PowerShell;SQL;TypeScript,Elasticsearch;Microsoft SQL Server;MySQL;Oracle;PostgreSQL;SQLite,Oracle;PostgreSQL,AWS;Heroku;Microsoft Azure,AWS;Heroku,Angular;Angular.js;jQuery;Spring;Vue.js,Angular;Spring;Vue.js,.NET Framework;.NET Core / .NET 5;Cordova,,Git;Yarn,Git;Yarn,Android Studio;Eclipse;NetBeans;Notepad++;Sublime Text;Visual Studio Code,Eclipse;Notepad++;Sublime Text;Visual Studio Code,Linux-based,Google it,Stack Overflow;Stack Exchange,Daily or almost daily,True,Less than once per month or monthly,"Yes, somewhat",Yes,25-34 years old,Man,No,Straight / Heterosexual,White or of European descent,,None of the above,Too long,Easy,492912.0,Google it Stack Overflow;Stack Exchange
1830,1831,I am a developer by profession,Employed full-time,ESPAÑA,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,School;Other (please specify):,16,11,"Engineer, data;Developer, back-end",100 to 499 employees,EUR European Euro,80000.0,Yearly,Python;Scala,Scala,DynamoDB;PostgreSQL,DynamoDB;PostgreSQL,AWS;Google Cloud Platform,AWS;Google Cloud Platform,,,Apache Spark,Apache Spark,Docker;Git;Kubernetes,Docker;Git;Kubernetes,IntelliJ;Sublime Text,IntelliJ;Sublime Text,MacOS,Call a coworker or friend;Visit Stack Overflow;Google it;Other (please specify):,Stack Overflow,Multiple times per day,True,A few times per month or weekly,"Yes, somewhat",No,25-34 years old,Man,No,Straight / Heterosexual,White or of European descent;Hispanic or Latino/a/x,None of the above,None of the above,Too long,Easy,86478.0,Call a coworker or friend;Visit Stack Overflow;Google it;Other (please specify): Stack Overflow
1843,1844,I am a developer by profession,Employed full-time,ESPAÑA,,,"Associate degree (A.A., A.S., etc.)",11 - 17 years,Other (please specify):,20,13,"Developer, back-end",500 to 999 employees,EUR European Euro,70000.0,Yearly,Go;Java;Kotlin,JavaScript;Kotlin;TypeScript,Couchbase,PostgreSQL,Google Cloud Platform;Microsoft Azure,AWS,Spring,React.js;Spring,,,Docker;Git;Kubernetes,Docker;Git;Kubernetes,IntelliJ;Visual Studio Code,IntelliJ;Visual Studio Code,MacOS,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it;Do other work and come back later,Stack Overflow;Stack Exchange,A few times per week,True,Less than once per month or monthly,"Yes, somewhat",Yes,25-34 years old,Man,No,Straight / Heterosexual,White or of European descent,,"I have a mood or emotional disorder (e.g. depression, bipolar disorder);I have an anxiety disorder",Appropriate in length,Easy,75669.0,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it;Do other work and come back later Stack Overflow;Stack Exchange
1868,1869,I am a developer by profession,Employed full-time,ESPAÑA,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18 - 24 years,Online Courses or Certification;Colleague,8,6,"Developer, full-stack;Engineer, data;Data scientist or machine learning specialist",2 to 9 employees,EUR European Euro,2200.0,Monthly,Java;JavaScript,Go;Java;JavaScript;Rust,MariaDB;Redis,Elasticsearch;MariaDB;Redis;SQLite,AWS,AWS;DigitalOcean,Spring;Vue.js,Flask;Spring;Vue.js,Hadoop,Hadoop,Ansible;Docker;Git,Ansible;Docker;Git;Kubernetes;Terraform,IntelliJ;Visual Studio Code;Webstorm,IntelliJ;IPython/Jupyter;Neovim;Visual Studio Code;Webstorm,MacOS,Call a coworker or friend;Visit Stack Overflow;Google it;Watch help / tutorial videos,Stack Overflow;Stack Exchange,Daily or almost daily,True,Less than once per month or monthly,"Yes, somewhat",No,25-34 years old,Man,No,Straight / Heterosexual,"Or, in your own words:",None of the above,None of the above,Appropriate in length,Easy,28536.0,Call a coworker or friend;Visit Stack Overflow;Google it;Watch help / tutorial videos Stack Overflow;Stack Exchange
2122,2123,I am a developer by profession,Employed full-time,ESPAÑA,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,Colleague,35,16,"Developer, front-end;Developer, full-stack;Developer, back-end","5,000 to 9,999 employees",EUR European Euro,40000.0,Yearly,Bash/Shell;HTML/CSS;Java;JavaScript;SQL,Bash/Shell;HTML/CSS;Java;JavaScript;SQL,Oracle,Oracle,,,Spring,Spring,,,,,Eclipse,Eclipse,Windows,Visit Stack Overflow;Google it;Watch help / tutorial videos,Stack Overflow,Multiple times per day,False,,Neutral,No,35-44 years old,Man,No,Straight / Heterosexual,Hispanic or Latino/a/x,None of the above,None of the above,Too long,Easy,43239.0,Visit Stack Overflow;Google it;Watch help / tutorial videos Stack Overflow
2133,2134,I am a developer by profession,Employed full-time,ESPAÑA,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11 - 17 years,School;Online Forum,10,4,"Developer, desktop or enterprise applications;Data scientist or machine learning specialist;Developer, back-end;Developer, embedded applications or devices",100 to 499 employees,EUR European Euro,24000.0,Yearly,C#;Matlab;Python;SQL,C#;C++;Python;TypeScript,Microsoft SQL Server,,,,,,.NET Framework;.NET Core / .NET 5;NumPy;TensorFlow,.NET Framework;.NET Core / .NET 5;Flutter;NumPy;React Native;TensorFlow,Git,Git,Visual Studio;Visual Studio Code,Visual Studio;Visual Studio Code,Windows,Call a coworker or friend;Do other work and come back later,Stack Overflow,A few times per week,False,,"Yes, somewhat",No,25-34 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,25944.0,Call a coworker or friend;Do other work and come back later Stack Overflow
2166,2167,I am a developer by profession,Employed full-time,ESPAÑA,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,School,11,9,"Developer, back-end",100 to 499 employees,EUR European Euro,57000.0,Yearly,Bash/Shell;HTML/CSS;Java;JavaScript;Node.js;Python;SQL,HTML/CSS;Java;JavaScript;Node.js;Python,Elasticsearch;Oracle;PostgreSQL,Elasticsearch;PostgreSQL,AWS;DigitalOcean,DigitalOcean,Angular;Django;Express;Spring;Vue.js,Django;Express;Spring,,,Ansible;Git,Docker;Git,Atom;IntelliJ;PyCharm,Atom;IntelliJ;PyCharm,Linux-based,Call a coworker or friend;Google it;Other (please specify):,Stack Overflow;Stack Exchange,A few times per week,True,A few times per week,"Yes, somewhat",No,25-34 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,61616.0,Call a coworker or friend;Google it;Other (please specify): Stack Overflow;Stack Exchange
